,ctime,title,brief,content
50,2021-01-21 03:34:23,国际原油期货小幅收高,【国际原油期货小幅收高】财联社1月21日讯，WTI 2月原油期货收涨0.26美元，涨幅0.49%，报53.24美元/桶。布伦特3月原油期货收涨0.18美元，涨幅0.32%，报56.08美元/桶。,【国际原油期货小幅收高】财联社1月21日讯，WTI 2月原油期货收涨0.26美元，涨幅0.49%，报53.24美元/桶。布伦特3月原油期货收涨0.18美元，涨幅0.32%，报56.08美元/桶。
51,2021-01-21 03:29:53,,财联社1月21日讯，美股高开高走，纳指涨幅扩大至2%。,财联社1月21日讯，美股高开高走，纳指涨幅扩大至2%。
52,2021-01-21 03:05:41,法国新增新冠肺炎确诊病例26784例 累计2965117例,【法国新增新冠肺炎确诊病例26784例 累计2965117例】财联社1月21日讯，法国公共卫生部门当地时间1月20日公布的数据显示，截至当天下午，法国新增新冠肺炎确诊病例26784例，累计2965117例。累计报告死亡病例达71652例，24小时新增310例。,【法国新增新冠肺炎确诊病例26784例 累计2965117例】财联社1月21日讯，法国公共卫生部门当地时间1月20日公布的数据显示，截至当天下午，法国新增新冠肺炎确诊病例26784例，累计2965117例。累计报告死亡病例达71652例，24小时新增310例。
53,2021-01-21 02:59:31,,财联社1月21日讯，COMEX 2月黄金期货收涨1.43%，报1866.50美元/盎司。,财联社1月21日讯，COMEX 2月黄金期货收涨1.43%，报1866.50美元/盎司。
54,2021-01-21 02:49:05,,财联社1月21日讯，意大利参议院批准了高达320亿欧元的额外赤字支出。,财联社1月21日讯，意大利参议院批准了高达320亿欧元的额外赤字支出。
55,2021-01-21 02:48:52,非洲大陆新冠肺炎累计确诊病例超330万人,【非洲大陆新冠肺炎累计确诊病例超330万人】财联社1月21日讯，据非洲疾控中心统计数据，截至当地时间2021年1月20日12时，非洲大陆累计确诊病例达3308919例，累计死亡80939例，累计康复2755880例。,【非洲大陆新冠肺炎累计确诊病例超330万人】财联社1月21日讯，据非洲疾控中心统计数据，截至当地时间2021年1月20日12时，非洲大陆累计确诊病例达3308919例，累计死亡80939例，累计康复2755880例。
56,2021-01-21 02:46:59,贝莱德或将通过某些基金购买比特币期货,【贝莱德或将通过某些基金购买比特币期货】财联社1月21日讯，据The Block报道称，美国证券交易委员会收到的两份文件显示，规模达万亿美元的资产管理巨头贝莱德将通过旗下部分基金配置比特币期货。但文件本身并没有明确表示贝莱德基金正在购买比特币期货，也没有表明贝莱德可能会购买以现金或实际比特币结算的期货。,【贝莱德或将通过某些基金购买比特币期货】财联社1月21日讯，据The Block报道称，美国证券交易委员会收到的两份文件显示，规模达万亿美元的资产管理巨头贝莱德将通过旗下部分基金配置比特币期货。但文件本身并没有明确表示贝莱德基金正在购买比特币期货，也没有表明贝莱德可能会购买以现金或实际比特币结算的期货。
57,2021-01-21 02:30:48,,财联社1月21日讯，上期所原油期货SC2103合约夜盘收涨1.27%，报344元/桶。,财联社1月21日讯，上期所原油期货SC2103合约夜盘收涨1.27%，报344元/桶。
58,2021-01-21 02:12:18,葡萄牙新增新冠肺炎确诊病例14647例 累计581605例,【葡萄牙新增新冠肺炎确诊病例14647例 累计581605例】财联社1月21日讯，根据葡萄牙卫生部在当地时间1月20日的官方数据，该国累计新冠肺炎确诊病例达到581605例，累计死亡病例9465例。过去24小时新增确诊病例14647例，单日新增死亡病例219例。该国单日新增确诊和死亡病例均再度创下疫情以来新高。,【葡萄牙新增新冠肺炎确诊病例14647例 累计581605例】财联社1月21日讯，根据葡萄牙卫生部在当地时间1月20日的官方数据，该国累计新冠肺炎确诊病例达到581605例，累计死亡病例9465例。过去24小时新增确诊病例14647例，单日新增死亡病例219例。该国单日新增确诊和死亡病例均再度创下疫情以来新高。
59,2021-01-21 02:01:08,意大利新增新冠肺炎确诊病例13571例 累计确诊2414166例,【意大利新增新冠肺炎确诊病例13571例 累计确诊2414166例】财联社1月21日讯，根据意大利卫生部公布的数据，截至当地时间20日，意大利单日新增新冠病毒感染病例13571例，累计确诊2414166例（艾米利亚·罗马涅大区核减3例，瓦莱·达奥斯塔大区核减19例），新增死亡524例，累计死亡83681例，新增治愈25015例，累计治愈1806932例。现存确诊病例523553例。,【意大利新增新冠肺炎确诊病例13571例 累计确诊2414166例】财联社1月21日讯，根据意大利卫生部公布的数据，截至当地时间20日，意大利单日新增新冠病毒感染病例13571例，累计确诊2414166例（艾米利亚·罗马涅大区核减3例，瓦莱·达奥斯塔大区核减19例），新增死亡524例，累计死亡83681例，新增治愈25015例，累计治愈1806932例。现存确诊病例523553例。
60,2021-01-21 01:59:13,奈飞大涨16%股价创历史新高,【奈飞大涨16%股价创历史新高】财联社1月21日讯，美股大型科技股涨幅扩大，奈飞涨16%，谷歌涨5%，齐创历史新高，苹果、亚马逊、Facebook、微软均涨超3%。,【奈飞大涨16%股价创历史新高】财联社1月21日讯，美股大型科技股涨幅扩大，奈飞涨16%，谷歌涨5%，齐创历史新高，苹果、亚马逊、Facebook、微软均涨超3%。
61,2021-01-21 01:57:13,西班牙新增新冠肺炎确诊病例18500例 累计2412318例,【西班牙新增新冠肺炎确诊病例18500例 累计2412318例】财联社1月21日讯，西班牙卫生部在当地时间1月20日的最新官方数据显示，该国检测出的新冠肺炎累计确诊病例达到2412318例，累计死亡病例54637例，过去24小时新增确诊病例18500例，过去7天新增死亡病例1146例。相比于上一次报送数据的1月19日，该国新增报送新冠肺炎确诊病例41576例，新增报送死亡病例464例。,【西班牙新增新冠肺炎确诊病例18500例 累计2412318例】财联社1月21日讯，西班牙卫生部在当地时间1月20日的最新官方数据显示，该国检测出的新冠肺炎累计确诊病例达到2412318例，累计死亡病例54637例，过去24小时新增确诊病例18500例，过去7天新增死亡病例1146例。相比于上一次报送数据的1月19日，该国新增报送新冠肺炎确诊病例41576例，新增报送死亡病例464例。
62,2021-01-21 01:46:46,拜登正式宣誓就职美国第46任总统 就职演说透露这些信息,【拜登正式宣誓就职美国第46任总统 就职演说透露这些信息】财联社1月21日讯，当地时间1月20日，在约2.5万名国民警卫队员护卫下，拜登在华盛顿正式宣誓就任美国第46任总统。拜登就职演说有几个要点：①承认美国被“深刻撕裂”，呼吁“团结”；②新冠疫情下美国正经历“危险冬天”，为逝者默哀，将积极抗疫；③将打击美国政治极端主义、排外主义和国内恐怖主义；④拒绝“美国孤立”，将修复与盟友关系，与世界再次建立“良好联系”。,【拜登正式宣誓就职美国第46任总统 就职演说透露这些信息】财联社1月21日讯，当地时间1月20日，在约2.5万名国民警卫队员护卫下，拜登在华盛顿正式宣誓就任美国第46任总统。拜登就职演说有几个要点：①承认美国被“深刻撕裂”，呼吁“团结”；②新冠疫情下美国正经历“危险冬天”，为逝者默哀，将积极抗疫；③将打击美国政治极端主义、排外主义和国内恐怖主义；④拒绝“美国孤立”，将修复与盟友关系，与世界再次建立“良好联系”。
63,2021-01-21 01:35:03,拜登发表就职演说：美国将修复联盟 并再次与世界接触,【拜登发表就职演说：美国将修复联盟 并再次与世界接触】财联社1月21日讯，美国有线电视新闻网（CNN）消息，美国当选总统拜登在国会大厦前的台阶上宣誓就职。拜登表示：“这是我给美国以外的人们传达的信息：美国经历了考验，我们因此变得更加强大。我们将修复我们的联盟，并再次与世界接触。”报道称，拜登承诺要改变前任的孤立主义政策。拜登随后说道：“我们将引领，不仅是以我们的力量为范例，还要通过我们作为榜样的力量。我们将成为和平、进步与安全的有力和值得信赖的伙伴。”,【拜登发表就职演说：美国将修复联盟 并再次与世界接触】财联社1月21日讯，美国有线电视新闻网（CNN）消息，美国当选总统拜登在国会大厦前的台阶上宣誓就职。拜登表示：“这是我给美国以外的人们传达的信息：美国经历了考验，我们因此变得更加强大。我们将修复我们的联盟，并再次与世界接触。”报道称，拜登承诺要改变前任的孤立主义政策。拜登随后说道：“我们将引领，不仅是以我们的力量为范例，还要通过我们作为榜样的力量。我们将成为和平、进步与安全的有力和值得信赖的伙伴。”
64,2021-01-21 01:21:49,英国单日新增新冠确诊死亡患者1820人 再达最高值,【英国单日新增新冠确诊死亡患者1820人 再达最高值】财联社1月21日讯，据英国政府网站最新数据，截止到当地时间1月20日，英国新增确诊新冠肺炎病例38905例，累计确诊病例3505754例；当日新增新冠确诊死亡患者1820人，继19日后再次出现英国自暴发疫情以来的单日新增死亡最高记录，目前英国累计新冠确诊死亡患者93290人。,【英国单日新增新冠确诊死亡患者1820人 再达最高值】财联社1月21日讯，据英国政府网站最新数据，截止到当地时间1月20日，英国新增确诊新冠肺炎病例38905例，累计确诊病例3505754例；当日新增新冠确诊死亡患者1820人，继19日后再次出现英国自暴发疫情以来的单日新增死亡最高记录，目前英国累计新冠确诊死亡患者93290人。
65,2021-01-21 01:06:01,外交部发言人宣布中方对蓬佩奥等人实施制裁,【外交部发言人宣布中方对蓬佩奥等人实施制裁】财联社1月21日讯，外交部发言人表示，过去几年，美国一些反华政客出于一己政治私利和对华偏见仇恨，罔顾中美两国人民的利益，策划、推动实施了一系列疯狂的行径，严重干涉中国内政、损害了中国的利益、伤害了中国人民的感情，也严重破坏了中美关系。中国政府捍卫国家主权安全发展利益的决心坚定不移。中方决定对在涉华问题上严重侵犯中国主权、负有主要责任的28名人员实施制裁，包括特朗普政府中的蓬佩奥、纳瓦罗、奥布莱恩、史达伟、波廷杰、阿扎、克拉奇、克拉夫特以及博尔顿、班农等。这些人及其家属被禁止入境中国内地和香港、澳门，他们及其关联企业、机构也已被限制与中国打交道、做生意。,【外交部发言人宣布中方对蓬佩奥等人实施制裁】财联社1月21日讯，外交部发言人表示，过去几年，美国一些反华政客出于一己政治私利和对华偏见仇恨，罔顾中美两国人民的利益，策划、推动实施了一系列疯狂的行径，严重干涉中国内政、损害了中国的利益、伤害了中国人民的感情，也严重破坏了中美关系。中国政府捍卫国家主权安全发展利益的决心坚定不移。中方决定对在涉华问题上严重侵犯中国主权、负有主要责任的28名人员实施制裁，包括特朗普政府中的蓬佩奥、纳瓦罗、奥布莱恩、史达伟、波廷杰、阿扎、克拉奇、克拉夫特以及博尔顿、班农等。这些人及其家属被禁止入境中国内地和香港、澳门，他们及其关联企业、机构也已被限制与中国打交道、做生意。
66,2021-01-21 00:49:52,拜登宣誓就任美国总统,【拜登宣誓就任美国总统】财联社1月21日讯，当地时间1月20日，美国当选总统拜登在首都华盛顿国会山举行的就职典礼上正式宣誓就任美国第46任总统。拜登1942年11月出生于美国宾夕法尼亚州，律师出身，1970年踏入政界，1972年首次当选联邦参议员，曾任参议院司法委员会和对外关系委员会主席，在奥巴马执政时期任美国副总统。,【拜登宣誓就任美国总统】财联社1月21日讯，当地时间1月20日，美国当选总统拜登在首都华盛顿国会山举行的就职典礼上正式宣誓就任美国第46任总统。拜登1942年11月出生于美国宾夕法尼亚州，律师出身，1970年踏入政界，1972年首次当选联邦参议员，曾任参议院司法委员会和对外关系委员会主席，在奥巴马执政时期任美国副总统。
67,2021-01-21 00:43:21,卡玛拉·哈里斯宣誓就任美国副总统,【卡玛拉·哈里斯宣誓就任美国副总统】财联社1月21日讯，据美国有线电视新闻网（CNN）报道，当地时间1月20日，美国当选副总统卡玛拉·哈里斯宣誓就职，美国迎来首位女性副总统。哈里斯的当选打破了女性在美国政界天花板，她也成为美国历史上公职职位最高的女性。哈里斯1964年10月出生于加利福尼亚州奥克兰，毕业于美国霍华德大学和加州大学黑斯廷斯法学院，曾在旧金山地区长期担任地方检察官，2010年当选加州州检察长，2014年获得连任。2016年美国大选中，哈里斯当选加利福尼亚州联邦参议员，并于2017年1月宣誓就职。,【卡玛拉·哈里斯宣誓就任美国副总统】财联社1月21日讯，据美国有线电视新闻网（CNN）报道，当地时间1月20日，美国当选副总统卡玛拉·哈里斯宣誓就职，美国迎来首位女性副总统。哈里斯的当选打破了女性在美国政界天花板，她也成为美国历史上公职职位最高的女性。哈里斯1964年10月出生于加利福尼亚州奥克兰，毕业于美国霍华德大学和加州大学黑斯廷斯法学院，曾在旧金山地区长期担任地方检察官，2010年当选加州州检察长，2014年获得连任。2016年美国大选中，哈里斯当选加利福尼亚州联邦参议员，并于2017年1月宣誓就职。
68,2021-01-21 00:34:54,欧股集体收涨,【欧股集体收涨】财联社1月21日讯，欧股集体收涨，德国DAX指数涨0.77%报13921.37点，法国CAC40指数涨0.53%报5628.44点，英国富时100指数涨0.34%报6735.91点。,【欧股集体收涨】财联社1月21日讯，欧股集体收涨，德国DAX指数涨0.77%报13921.37点，法国CAC40指数涨0.53%报5628.44点，英国富时100指数涨0.34%报6735.91点。
69,2021-01-21 00:13:38,国家卫健委：返乡人员可在出发地或目的地任意一家有核酸检测资质的机构检测,【国家卫健委：返乡人员可在出发地或目的地任意一家有核酸检测资质的机构检测】财联社1月21日讯，国家卫健委表示，返乡人员可在出发地或目的地的任意一家有核酸检测资质的医疗机构、疾控机构或第三方检测机构进行检测，凭7天内核酸检测阴性证明或包含7天内核酸检测阴性信息的健康通行码“绿码”返回农村地区。返乡人员返乡前应告知当地村委会，返乡后由村委会查验其7天内核酸检测阴性证明或包含7天内核酸检测阴性信息的健康通行码“绿码”。,【国家卫健委：返乡人员可在出发地或目的地任意一家有核酸检测资质的机构检测】财联社1月21日讯，国家卫健委表示，返乡人员可在出发地或目的地的任意一家有核酸检测资质的医疗机构、疾控机构或第三方检测机构进行检测，凭7天内核酸检测阴性证明或包含7天内核酸检测阴性信息的健康通行码“绿码”返回农村地区。返乡人员返乡前应告知当地村委会，返乡后由村委会查验其7天内核酸检测阴性证明或包含7天内核酸检测阴性信息的健康通行码“绿码”。
70,2021-01-21 00:11:48,国家卫健委：《冬春季农村地区新冠肺炎疫情防控工作方案》所指返乡人员主要包括三类人群,【国家卫健委：《冬春季农村地区新冠肺炎疫情防控工作方案》所指返乡人员主要包括三类人群】财联社1月21日讯，国家卫健委表示，农村地区防控能力薄弱，疫情防控难度大，特别是春运期间返乡人员明显增多，人员流动增大，将会进一步加大疫情传播风险。为严格落实内防反弹的防控策略，对返乡人员加强疫情防控管理十分必要。核酸检测是目前尽早发现新冠病毒感染者的有效手段，要求返乡人员持核酸检测阴性证明能够有效降低疫情传入农村的风险。返乡人员是指从外地返回农村地区的人员，主要包括：一是跨省份返乡人员；二是来自本省内中高风险区域所在地市的返乡人员（中高风险区域内部人员原则上不流动）；三是本省内的进口冷链食品从业人员、口岸直接接触进口货物从业人员、隔离场所工作人员、交通运输工具从业人员等重点人群。,【国家卫健委：《冬春季农村地区新冠肺炎疫情防控工作方案》所指返乡人员主要包括三类人群】财联社1月21日讯，国家卫健委表示，农村地区防控能力薄弱，疫情防控难度大，特别是春运期间返乡人员明显增多，人员流动增大，将会进一步加大疫情传播风险。为严格落实内防反弹的防控策略，对返乡人员加强疫情防控管理十分必要。核酸检测是目前尽早发现新冠病毒感染者的有效手段，要求返乡人员持核酸检测阴性证明能够有效降低疫情传入农村的风险。返乡人员是指从外地返回农村地区的人员，主要包括：一是跨省份返乡人员；二是来自本省内中高风险区域所在地市的返乡人员（中高风险区域内部人员原则上不流动）；三是本省内的进口冷链食品从业人员、口岸直接接触进口货物从业人员、隔离场所工作人员、交通运输工具从业人员等重点人群。
71,2021-01-20 23:58:18,国家卫健委：持核酸检测阴性证明返乡时间为1月28日至3月8日 返乡后不需要隔离,【国家卫健委：持核酸检测阴性证明返乡时间为1月28日至3月8日 返乡后不需要隔离】财联社1月20日讯，国家卫健委表示，持核酸检测阴性证明返乡从1月28日春运开始后实施，至3月8日春运结束后截止。持核酸检测阴性证明返乡后不需要隔离，但需要进行14天居家健康监测，做好体温、症状监测，非必要不外出、不聚集，必须外出时做好个人防护，并在返乡后第7天和第14天分别做一次核酸检测。返乡不满14天的，以实际返乡时间落实居家健康监测和核酸检测要求。,【国家卫健委：持核酸检测阴性证明返乡时间为1月28日至3月8日 返乡后不需要隔离】财联社1月20日讯，国家卫健委表示，持核酸检测阴性证明返乡从1月28日春运开始后实施，至3月8日春运结束后截止。持核酸检测阴性证明返乡后不需要隔离，但需要进行14天居家健康监测，做好体温、症状监测，非必要不外出、不聚集，必须外出时做好个人防护，并在返乡后第7天和第14天分别做一次核酸检测。返乡不满14天的，以实际返乡时间落实居家健康监测和核酸检测要求。
72,2021-01-20 23:53:12,网传上海新增2例本地确诊系旧闻,【网传上海新增2例本地确诊系旧闻】财联社1月20日讯，据查证，今天网上热传的“上海新增2例本地新冠肺炎确诊病例，正全面开展流行病学调查”消息不实，系2020年11月20日旧闻。 (东方网),【网传上海新增2例本地确诊系旧闻】财联社1月20日讯，据查证，今天网上热传的“上海新增2例本地新冠肺炎确诊病例，正全面开展流行病学调查”消息不实，系2020年11月20日旧闻。 (东方网)
73,2021-01-20 23:36:57,在岸人民币兑美元夜盘收涨170点,【在岸人民币兑美元夜盘收涨170点】财联社1月20日讯，在岸人民币兑美元（CNY）北京时间23:30收报6.4630元，较周二夜盘收盘涨170点。成交量417.61亿美元，较周二增加59.51亿美元。,【在岸人民币兑美元夜盘收涨170点】财联社1月20日讯，在岸人民币兑美元（CNY）北京时间23:30收报6.4630元，较周二夜盘收盘涨170点。成交量417.61亿美元，较周二增加59.51亿美元。
74,2021-01-20 23:36:48,澳门居民21日起可在澳办理珠海社保业务,【澳门居民21日起可在澳办理珠海社保业务】财联社1月20日讯，自1月21日起，澳门居民即可通过澳门工联总会及下属工会、机构23个网点、工银澳门8家经办分行、工商银行珠海分行8个指定网点、工商银行横琴分行2个指定网点办理10项珠海社保业务，服务范围覆盖澳门各区，便利持珠海居住证的澳门居民。据介绍，工联总会与珠海市社会保险基金管理中心、中国工商银行的签约，是一项创新服务，希望借此进一步促进大湾区内人员流动，加快澳门融入国家发展大局的步伐。,【澳门居民21日起可在澳办理珠海社保业务】财联社1月20日讯，自1月21日起，澳门居民即可通过澳门工联总会及下属工会、机构23个网点、工银澳门8家经办分行、工商银行珠海分行8个指定网点、工商银行横琴分行2个指定网点办理10项珠海社保业务，服务范围覆盖澳门各区，便利持珠海居住证的澳门居民。据介绍，工联总会与珠海市社会保险基金管理中心、中国工商银行的签约，是一项创新服务，希望借此进一步促进大湾区内人员流动，加快澳门融入国家发展大局的步伐。
75,2021-01-20 23:27:27,,财联社1月20日讯，据CNN消息，美国最高法院受到炸弹威胁，目前正在疏散当中。,财联社1月20日讯，据CNN消息，美国最高法院受到炸弹威胁，目前正在疏散当中。
76,2021-01-20 23:24:33,,财联社1月20日讯，现货白银日内涨幅达2%，现报25.73美元/盎司。,财联社1月20日讯，现货白银日内涨幅达2%，现报25.73美元/盎司。
77,2021-01-20 23:04:36,上海肿瘤医院：一人核酸检测结果可疑 后续结果将及时公布,【上海肿瘤医院：一人核酸检测结果可疑 后续结果将及时公布】财联社1月20日讯，复旦大学附属肿瘤医院发布情况通报：1月20日，该院在对外包后勤保障人员开展例行新冠肺炎核酸检测中发现一人检测结果可疑。根据防控要求，已对该人员进行进一步临床检查和实验室复核。同时，已对相关人员进行追踪排查和流行病学调查。后续结果将及时向社会公布。,【上海肿瘤医院：一人核酸检测结果可疑 后续结果将及时公布】财联社1月20日讯，复旦大学附属肿瘤医院发布情况通报：1月20日，该院在对外包后勤保障人员开展例行新冠肺炎核酸检测中发现一人检测结果可疑。根据防控要求，已对该人员进行进一步临床检查和实验室复核。同时，已对相关人员进行追踪排查和流行病学调查。后续结果将及时向社会公布。
78,2021-01-20 23:01:53,国内商品期货夜盘收盘涨跌不一 能源化工品表现分化,【国内商品期货夜盘收盘涨跌不一 能源化工品表现分化】财联社1月20日讯，国内商品期货夜盘收盘涨跌不一，能源化工品表现分化，玻璃涨1.21%，乙二醇涨0.49%，苯乙烯跌1.6%，PTA跌0.55%。黑色系多数下跌，焦煤跌0.61%，铁矿石跌0.52%，热轧卷板跌0.27%，动力煤跌0.24%，螺纹钢涨0.21%，焦炭涨1.65%。农产品多数下跌，菜粕跌0.98%，棕榈油跌0.91%，豆二跌0.85%。,【国内商品期货夜盘收盘涨跌不一 能源化工品表现分化】财联社1月20日讯，国内商品期货夜盘收盘涨跌不一，能源化工品表现分化，玻璃涨1.21%，乙二醇涨0.49%，苯乙烯跌1.6%，PTA跌0.55%。黑色系多数下跌，焦煤跌0.61%，铁矿石跌0.52%，热轧卷板跌0.27%，动力煤跌0.24%，螺纹钢涨0.21%，焦炭涨1.65%。农产品多数下跌，菜粕跌0.98%，棕榈油跌0.91%，豆二跌0.85%。
79,2021-01-20 23:00:36,,财联社1月20日讯，加拿大央行将基准利率维持在0.25%不变，符合市场预期。,财联社1月20日讯，加拿大央行将基准利率维持在0.25%不变，符合市场预期。
80,2021-01-20 22:57:42,天津新增5例境外输入确诊病例新增1例境外输入无症状感染者,【天津新增5例境外输入确诊病例新增1例境外输入无症状感染者】财联社1月20日讯，1月19日18时至20日18时，天津新增5例境外输入新冠肺炎确诊病例（其中，轻型2例，普通型3例，均为中国籍）；新增无症状感染者1例（境外输入，中国籍）。,【天津新增5例境外输入确诊病例新增1例境外输入无症状感染者】财联社1月20日讯，1月19日18时至20日18时，天津新增5例境外输入新冠肺炎确诊病例（其中，轻型2例，普通型3例，均为中国籍）；新增无症状感染者1例（境外输入，中国籍）。
81,2021-01-20 22:48:45,航天信息与中国石油规划总院区块链应用共研项目正式启动,【航天信息与中国石油规划总院区块链应用共研项目正式启动】财联社1月20日讯，近日，公司与中国石油规划总院达成合作，双方将在油气行业区块链平台搭建及区块链供应链金融应用领域开展合作。该平台依托区块链技术的去中心化和去信任化特性，使区块链供应链金融具有控制合约风险、增加信任机制、便于信任传递、提高履约效率等特点，更高效地帮助企业实现资金信贷、流转，提升信用，解决融资难等问题，为企业提供低成本、低风险、高透明以及更高效的融资环境。,【航天信息与中国石油规划总院区块链应用共研项目正式启动】财联社1月20日讯，近日，公司与中国石油规划总院达成合作，双方将在油气行业区块链平台搭建及区块链供应链金融应用领域开展合作。该平台依托区块链技术的去中心化和去信任化特性，使区块链供应链金融具有控制合约风险、增加信任机制、便于信任传递、提高履约效率等特点，更高效地帮助企业实现资金信贷、流转，提升信用，解决融资难等问题，为企业提供低成本、低风险、高透明以及更高效的融资环境。
82,2021-01-20 22:40:46,吉林：坚决杜绝借疫情防控之机哄抬防疫用品药品和基本民生商品价格等行为,【吉林：坚决杜绝借疫情防控之机哄抬防疫用品药品和基本民生商品价格等行为】财联社1月20日讯，吉林省市场监管厅组织召开线上价格提醒告诫会，15家全省连锁药店、超市、社区团购平台经营者代表参加会议。会议指出，近期，吉林省疫情出现反弹，经营者要提高政治意识，充分认识到稳物价就是稳人心，切实落实主体责任，加强价格自律，坚决杜绝借疫情防控之机哄抬防疫用品药品和基本民生商品价格、串通涨价、囤积居奇等损害群众利益的行为，自觉维护市场价格秩序。各社区团购平台和参与社区团购业务的经营者开展经营活动要严格落实社区团购“九不得”。,【吉林：坚决杜绝借疫情防控之机哄抬防疫用品药品和基本民生商品价格等行为】财联社1月20日讯，吉林省市场监管厅组织召开线上价格提醒告诫会，15家全省连锁药店、超市、社区团购平台经营者代表参加会议。会议指出，近期，吉林省疫情出现反弹，经营者要提高政治意识，充分认识到稳物价就是稳人心，切实落实主体责任，加强价格自律，坚决杜绝借疫情防控之机哄抬防疫用品药品和基本民生商品价格、串通涨价、囤积居奇等损害群众利益的行为，自觉维护市场价格秩序。各社区团购平台和参与社区团购业务的经营者开展经营活动要严格落实社区团购“九不得”。
83,2021-01-20 22:37:31,北京2020年GDP达36102.6亿元 同比增长1.2%,【北京2020年GDP达36102.6亿元 同比增长1.2%】财联社1月20日讯，今日，北京市统计局召开新闻发布会，介绍2020年北京市经济运行情况。根据地区生产总值统一核算结果，2020年，北京实现地区生产总值（GDP）36102.6亿元，按可比价格计算，比上年增长1.2%。分产业看，第一产业实现增加值107.6亿元，下降8.5%；第二产业实现增加值5716.4亿元，增长2.1%；第三产业实现增加值30278.6亿元，增长1.0%。,【北京2020年GDP达36102.6亿元 同比增长1.2%】财联社1月20日讯，今日，北京市统计局召开新闻发布会，介绍2020年北京市经济运行情况。根据地区生产总值统一核算结果，2020年，北京实现地区生产总值（GDP）36102.6亿元，按可比价格计算，比上年增长1.2%。分产业看，第一产业实现增加值107.6亿元，下降8.5%；第二产业实现增加值5716.4亿元，增长2.1%；第三产业实现增加值30278.6亿元，增长1.0%。
84,2021-01-20 22:35:44,【寻找年报预期差】四季度业绩环比大增5倍，连续6年销售毛利率超60%以上，这家信创龙头客户涵盖大型集成厂商、整机厂商、军工集团，核心产品市占率遥遥领先,①四季度业绩环比大增5倍，连续6年销售毛利率超60%以上，这家信创龙头客户涵盖大型集成厂商、整机厂商、军工集团，核心产品市占率遥遥领先；②细分产品市占率近30%，这家新能源标的业绩大超预期，已陆续进入华为、中移动等客户核心供应链；③本栏目昨日梳理的欧普康视喜获涨停，并给予买入机会。,①四季度业绩环比大增5倍，连续6年销售毛利率超60%以上，这家信创龙头客户涵盖大型集成厂商、整机厂商、军工集团，核心产品市占率遥遥领先；②细分产品市占率近30%，这家新能源标的业绩大超预期，已陆续进入华为、中移动等客户核心供应链；③本栏目昨日梳理的欧普康视喜获涨停，并给予买入机会。
85,2021-01-20 22:30:29,美国三大股指集体高开 百度涨近4%,【美国三大股指集体高开 百度涨近4%】财联社1月20日讯，美股全线高开，道指涨0.3%，纳指涨1.09%，标普500指数涨0.62%。百度涨近4%，消息称百度拟春节后在港上市。特斯拉涨近2%，此前多家投行上调其目标价。阿里巴巴开涨6%，时隔88天后马云首度公开露面。,【美国三大股指集体高开 百度涨近4%】财联社1月20日讯，美股全线高开，道指涨0.3%，纳指涨1.09%，标普500指数涨0.62%。百度涨近4%，消息称百度拟春节后在港上市。特斯拉涨近2%，此前多家投行上调其目标价。阿里巴巴开涨6%，时隔88天后马云首度公开露面。
86,2021-01-20 22:25:04,江西：所有来（返）赣人员须持7日内核酸检测阴性证明 返乡后实行14天居家健康监测,【江西：所有来（返）赣人员须持7日内核酸检测阴性证明 返乡后实行14天居家健康监测】财联社1月20日讯，江西切实做好冬春季疫情防控工作，所有来（返）赣人员须持7日内核酸检测阴性证明，并在抵赣前24小时由本人或其亲友向所在社区（村组）或单位如实报告，各乡镇（街道）、行政村（居委会）落实责任制，对返乡人员实行网格化管理，做好登记造册、健康监测和异常状况处置等工作。返乡后实行14天居家健康监测，期间不聚集、不流动，每7天开展一次核酸检测。,【江西：所有来（返）赣人员须持7日内核酸检测阴性证明 返乡后实行14天居家健康监测】财联社1月20日讯，江西切实做好冬春季疫情防控工作，所有来（返）赣人员须持7日内核酸检测阴性证明，并在抵赣前24小时由本人或其亲友向所在社区（村组）或单位如实报告，各乡镇（街道）、行政村（居委会）落实责任制，对返乡人员实行网格化管理，做好登记造册、健康监测和异常状况处置等工作。返乡后实行14天居家健康监测，期间不聚集、不流动，每7天开展一次核酸检测。
87,2021-01-20 22:07:07,中金公司王汉锋：南下资金仍有流入空间 港股热度大概率延续,【中金公司王汉锋：南下资金仍有流入空间 港股热度大概率延续】财联社1月20日讯，中金公司首席策略师、董事总经理王汉锋在万得资讯3C会议中认为，从增长、流动性、估值、市场结构变化等四方面综合来看，港股市场的热度，大概率仍将延续。“预计在港股保持估值等吸引力前提下，南下资金2021年的规模有望维持在5000亿元至6000亿元水平。”,【中金公司王汉锋：南下资金仍有流入空间 港股热度大概率延续】财联社1月20日讯，中金公司首席策略师、董事总经理王汉锋在万得资讯3C会议中认为，从增长、流动性、估值、市场结构变化等四方面综合来看，港股市场的热度，大概率仍将延续。“预计在港股保持估值等吸引力前提下，南下资金2021年的规模有望维持在5000亿元至6000亿元水平。”
